u,g,r,i,z,redshift
17.33856,16.00501,15.39194,15.08496,14.86624,0.04694959
19.35203,18.22636,17.7289,17.43132,17.3675,0.07899949
17.67171,16.68059,16.26528,16.00755,15.82835,0.038027294
20.15715,18.4359,17.59774,17.21944,16.91112,0.08888463
19.68219,18.46799,17.78072,17.3948,17.14739,0.12779588
20.42785,18.64856,17.60375,17.12095,16.86602,0.1475525
14.25983,13.22255,12.18286,12.22431,12.17098,0.011575423
19.51978,17.75443,16.8728,16.48856,16.19198,0.09446497
19.14708,17.33833,16.47056,16.05938,15.75565,0.06651059
20.1207,18.43093,17.42221,16.89502,16.54988,0.1271486
18.10774,16.7863,16.27614,15.95308,15.71332,0.05077114
20.00321,18.38832,17.56705,17.16084,16.87221,0.10874622
20.7365,18.97654,17.70177,17.20473,16.9126,0.18421015
20.23519,18.53091,17.42099,16.92175,16.54152,0.14177161
19.35276,18.08415,17.52345,17.12673,17.02086,0.08795258
20.05943,18.196,17.27999,16.87179,16.53826,0.10205748
19.2143,18.01726,17.44236,17.07991,16.88999,0.08355964
18.92243,17.29395,16.47583,16.08332,15.78684,0.079359196
20.36298,18.70881,17.7029,17.20037,16.80566,0.14205435
19.07925,17.78937,17.01181,16.61781,16.36097,0.104002714
19.0438,17.8993,17.32948,16.96051,16.71478,0.09896528
19.52854,18.02942,17.22135,16.72273,16.33214,0.10883753
20.31195,18.49722,17.55176,17.14528,16.83211,0.10064948
20.46751,18.49237,17.39617,16.90717,16.54397,0.13442783
20.55694,18.67468,17.681,17.25582,16.91025,0.122623645
20.48911,18.6283,17.59778,17.12711,16.72501,0.12783821
19.89862,17.94366,16.92348,16.46682,16.11361,0.11971095
19.19805,17.76533,16.95428,16.53526,16.20532,0.10901082
20.98329,19.158,17.85001,17.31378,16.98286,0.20962489
18.28791,17.15495,16.63737,16.30697,16.05784,0.042787205
20.27851,18.56145,17.47484,17.04286,16.68377,0.14869817
20.66539,18.27334,17.10954,16.617,16.26664,0.15189962
19.89844,18.29799,17.29943,16.81554,16.49615,0.13113275
20.25543,18.31488,17.29397,16.86698,16.51069,0.11984876
21.24178,19.32997,17.85841,17.38509,17.02056,0.22850613
20.03637,18.12204,17.02657,16.55045,16.18551,0.14158285
18.78935,17.04685,16.24225,15.8834,15.59516,0.057352804
19.97717,18.15161,17.22839,16.77766,16.41356,0.09971771
20.36405,18.65593,17.59538,17.1471,16.77856,0.13571717
19.73056,18.08493,17.31451,16.90652,16.64647,0.09498042
18.00275,17.07957,16.74653,16.51249,16.33638,0.039502356
19.63918,18.17406,17.50891,17.14686,16.93835,0.08007894
19.54274,18.3203,17.74994,17.46032,17.28518,0.08535248
20.57549,18.6046,17.61937,17.19648,16.86296,0.12342112
20.96984,18.99576,17.65922,17.15609,16.8546,0.20780092
19.49327,17.83175,17.02097,16.64096,16.35797,0.0760381
18.99283,17.47609,16.69535,16.27213,15.97161,0.08646242
18.58829,17.40439,16.76132,16.45843,16.20433,0.080708005
20.32299,18.36845,17.47608,17.07359,16.7876,0.1091973
15.6945,13.79858,12.96279,12.56651,12.30026,0.010133721
16.43028,15.12745,14.60351,14.33899,14.19502,0.024821723
19.68515,18.6235,17.87842,17.47823,17.20871,0.15233433
19.81674,17.97495,16.9197,16.45653,16.06471,0.11822221
18.73904,17.68095,17.22069,16.94363,16.80092,0.058914453
18.17655,16.34587,15.48716,15.06046,14.76018,0.0678678
19.40456,18.03777,17.34141,16.96085,16.71542,0.094006255
19.61424,17.77952,16.85232,16.39361,16.05044,0.10453762
20.86531,18.69706,17.64503,17.21675,16.91146,0.14295487
15.74603,13.90285,13.05574,12.61827,12.27956,0.010544069
19.78137,18.30451,17.5661,17.18586,16.92673,0.09671613
20.63239,18.90106,17.65084,17.14389,16.8314,0.19026935
17.08535,15.10461,14.19373,13.74948,13.41182,0.04324247
16.6018,15.18192,14.57176,14.22488,14.0414,0.035013936
20.22319,18.13819,16.93214,16.4005,16.0793,0.15951079
18.93984,17.24105,16.44194,16.08001,15.78882,0.07529059
19.77328,18.34193,17.39989,16.89964,16.54712,0.13955563
19.64,18.18584,17.56098,17.15093,16.9024,0.09049958
19.58815,17.68172,16.74157,16.34732,15.98224,0.09767112
18.87079,17.26219,16.52131,16.19178,15.89878,0.07722711
18.88821,17.5003,16.88391,16.56942,16.38489,0.07246958
18.93351,17.83322,17.4157,17.18896,17.1067,0.059026323
19.20501,17.73654,17.01652,16.65622,16.39849,0.08827001
20.43126,18.63954,17.61791,17.13243,16.76665,0.1335462
19.84668,18.31402,17.3884,16.92516,16.62325,0.12211442
20.12402,18.33961,17.33892,16.85073,16.52523,0.12138911
17.58506,15.77942,14.9938,14.61493,14.32287,0.040390745
19.10568,17.89626,17.4404,17.21179,17.00668,0.06509286
20.27772,18.57831,17.6084,17.17949,16.84259,0.12198975
20.5071,18.52608,17.37986,16.89437,16.52159,0.14586686
18.18654,16.73601,15.98881,15.59524,15.28535,0.076824844
19.11893,17.87648,17.43387,17.10912,16.92167,0.06311265
19.02679,17.35444,16.6017,16.25378,15.99393,0.077068195
19.74368,18.52872,17.74489,17.3252,17.08848,0.14288788
19.8611,18.10998,17.37651,17.04028,16.76508,0.08122468
20.43391,18.44749,17.34763,16.89818,16.57229,0.14767157
17.0394,15.57406,14.88677,14.50705,14.26703,0.032167234
19.82228,18.32045,17.52091,17.09446,16.79114,0.11306956
19.74534,18.32961,17.6836,17.3086,17.02484,0.103282906
19.057,17.40883,16.62365,16.20998,15.91351,0.07955009
20.78777,18.76598,17.67623,17.21217,16.87778,0.14876507
19.69261,17.7612,16.84682,16.42453,16.08136,0.0999171
19.25059,18.11468,17.72611,17.34941,17.27192,0.07389413
20.09115,18.78595,17.75585,17.33195,17.00534,0.1785792
19.05546,17.86211,17.4605,17.17335,17.09794,0.064682335
18.58192,17.65216,17.0995,16.65963,16.47265,0.09109347
20.00548,18.68605,17.87106,17.42037,17.13626,0.14449018
20.52466,18.60624,17.65184,17.22854,16.88007,0.11716067
20.4088,18.32749,17.24615,16.7708,16.41961,0.13381398
20.27862,18.41518,17.50076,17.11102,16.80783,0.103342965
20.28942,18.1687,17.05005,16.57408,16.21326,0.14722724
19.34892,18.05873,17.72086,17.45922,17.53213,0.065960854
20.83645,18.64888,17.63892,17.20614,16.86995,0.12905028
20.47095,18.45424,17.33827,16.88717,16.53547,0.14958477
18.83,17.2629,16.5548,16.20057,15.99198,0.08288996
20.27021,18.56002,17.36762,16.87574,16.56413,0.16339839
20.14385,18.73232,17.78419,17.32144,17.00841,0.15685137
18.98284,17.70197,16.8277,16.38679,16.08021,0.10819075
17.00415,15.66084,15.02177,14.65014,14.35475,0.0407401
20.75667,18.53968,17.40965,16.97839,16.61798,0.14374673
19.79945,18.03967,17.1962,16.8201,16.52422,0.08048791
18.82544,17.33686,16.48926,16.11024,15.80808,0.082574755
18.83406,17.63414,17.19819,16.90383,16.78609,0.06335943
18.07135,16.87994,16.34509,16.00896,15.79959,0.05329355
21.11838,18.65372,17.44141,16.96921,16.54806,0.17096817
19.1221,17.75724,16.98299,16.54964,16.25348,0.10520732
20.00456,18.44324,17.52465,16.98259,16.63026,0.13667786
19.38494,17.71354,16.9581,16.5702,16.26733,0.08203432
19.73764,17.81552,16.86602,16.41979,16.08414,0.10372672
20.313,18.49532,17.35537,16.87577,16.48644,0.14215976
19.94598,18.67903,17.78356,17.31272,16.97436,0.16872284
19.64055,18.36682,17.71341,17.3245,17.04934,0.11994954
19.6645,17.65241,16.57642,16.11274,15.72819,0.10757801
21.88467,19.34373,18.19866,17.73563,17.41262,0.16365111
20.69863,18.72182,17.61711,17.15963,16.75159,0.15517887
19.28524,17.95461,17.28675,16.88312,16.67135,0.10346678
18.93344,17.50312,16.66521,16.22236,15.94469,0.10077507
18.13829,16.73049,16.07626,15.72608,15.46545,0.055226374
17.53886,16.15355,15.60065,15.26668,15.06151,0.04011992
19.59178,18.32745,17.60109,17.2035,16.98412,0.12336265
20.1899,18.11876,17.1159,16.67216,16.30482,0.11033294
20.41973,18.5748,17.55481,17.07935,16.7469,0.14287704
20.11643,18.23388,17.14552,16.65549,16.27718,0.14249071
19.267,17.21031,16.18106,15.73472,15.34331,0.08698165
19.02384,17.81019,17.12139,16.73321,16.47004,0.09896121
18.06252,16.72742,16.08608,15.736,15.4931,0.049825307
19.58605,18.00386,17.30472,16.8925,16.56363,0.085270196
18.96717,17.7084,17.17491,16.79897,16.58858,0.07601905
19.13279,18.04607,17.49008,17.14149,16.91688,0.09876065
20.3955,18.46195,17.49727,17.06444,16.72006,0.12262065
19.48821,18.2015,17.47924,17.08229,16.833,0.11231999
20.45177,18.78134,17.77784,17.34253,16.97778,0.15265821
20.16052,18.17181,17.18882,16.76886,16.43828,0.11250036
19.29949,18.02252,17.33557,16.9663,16.76967,0.10379427
18.49607,16.92474,16.20369,15.8361,15.61105,0.0693126
20.70922,18.25901,16.95469,16.45229,16.09744,0.19000155
20.39781,18.41267,17.30582,16.82489,16.48601,0.14582497
20.20493,18.26489,17.24628,16.76177,16.44153,0.120897554
19.10027,18.03476,17.60949,17.39226,17.23134,0.055676565
17.83714,16.35159,15.63307,15.24868,15.00009,0.048641875
20.66721,18.72061,17.51534,17.0249,16.64681,0.17136528
19.80502,18.38187,17.65958,17.29076,17.04727,0.12040286
19.12338,17.18592,16.22239,15.79044,15.47684,0.0849119
20.25544,18.68437,17.88663,17.49272,17.178,0.0983935
20.04938,18.13872,17.02737,16.5787,16.23122,0.13873558
19.69508,17.66315,16.66024,16.19012,15.80583,0.10921741
19.545,17.73263,16.8455,16.4386,16.11752,0.09675974
18.922,16.97893,16.09679,15.67507,15.32871,0.07581192
19.98276,18.11583,17.06983,16.56114,16.1331,0.1345007
18.95641,17.30143,16.53308,16.14625,15.89113,0.07927967
19.03188,17.74544,17.14664,16.78478,16.57249,0.078698896
20.24726,18.64989,17.63397,17.22034,16.95385,0.13881731
19.06418,17.37839,16.56587,16.13888,15.84939,0.07731706
18.83837,17.02729,16.24141,15.86276,15.5514,0.05873483
17.82274,16.65505,16.3102,16.09943,15.92944,0.042452663
17.54764,16.29714,15.7284,15.44405,15.32533,0.03825068
18.83905,17.81579,17.53585,17.2639,17.15566,0.067890145
20.34065,18.56659,17.73328,17.37769,17.07076,0.09855118
19.13733,17.87201,17.17335,16.75771,16.46319,0.11857071
18.92609,17.83602,17.3633,17.0438,16.86443,0.07160197
23.07436,18.19969,17.63882,17.26587,17.0226,0.08561117
19.33224,18.0262,17.41168,17.04376,16.76058,0.09232804
20.73578,18.81874,17.68734,17.24949,16.86419,0.14623003
20.64197,18.52633,17.06567,16.53579,16.21053,0.21181446
18.4522,17.39789,17.07821,16.806,16.7241,0.054897536
20.76149,18.56763,17.34897,16.83926,16.46443,0.17939611
20.9922,19.03403,17.93526,17.39046,16.97698,0.15094388
20.20707,18.30404,17.13875,16.72509,16.28417,0.14766854
19.41851,18.17613,17.66241,17.25348,17.05265,0.09082337
17.72041,16.71265,16.3423,16.10374,15.96692,0.044771634
25.13275,18.56416,17.42177,16.93401,16.55234,0.14541441
18.92563,17.8397,17.20304,16.866,16.68998,0.09688306
19.63015,18.12379,17.35042,16.93725,16.64904,0.113753825
19.52984,18.34859,17.67145,17.31435,17.11461,0.1336397
20.21589,18.33764,17.3266,16.88257,16.53531,0.11759704
17.29633,15.49059,14.64821,14.2016,13.80332,0.032196198
19.8471,18.27795,17.5547,17.08581,16.73586,0.1021523
19.81443,18.32127,17.63919,17.31598,17.03202,0.099570215
19.24796,18.17846,17.65981,17.3038,17.15019,0.08761453
17.78606,16.3976,15.76845,15.4156,15.17405,0.0441619
20.21559,18.43668,17.44395,16.92428,16.53096,0.124856435
19.33572,18.0611,17.52582,17.24713,17.08241,0.08000492
21.11749,18.9042,17.7312,17.24207,16.92498,0.16847269
19.56411,17.82678,16.86038,16.4364,16.11662,0.10317465
19.31752,17.98932,17.39043,17.15377,16.92249,0.06543288
21.14781,19.0279,17.77509,17.31734,16.97544,0.18214595
18.96603,17.54367,16.78594,16.35389,16.06622,0.09571742
18.60061,17.42484,16.71801,16.3119,16.04047,0.10031156
18.3622,16.40884,15.5059,15.10032,14.7946,0.062350783
20.80409,18.80933,17.43096,16.92966,16.58157,0.20485428
19.50571,17.6391,16.70371,16.29265,15.96796,0.08953479
19.87271,18.14507,17.17451,16.74636,16.41048,0.11077618
21.13025,18.80691,17.51226,17.02016,16.62948,0.1907534
20.30429,18.57579,17.75444,17.366,17.0896,0.10407047
17.98536,16.00663,15.12589,14.71579,14.384,0.057470452
19.37862,17.43021,16.49259,16.06579,15.7088,0.075630546
18.83133,17.55235,16.8989,16.54145,16.29213,0.085299894
19.28739,17.55809,16.7977,16.43472,16.12028,0.07064122
20.04743,18.48081,17.8246,17.47764,17.19361,0.064163774
19.32008,17.71275,16.83552,16.44691,16.16615,0.09306192
20.10869,18.35084,17.1392,16.61548,16.18685,0.18289335
19.39479,17.55258,16.59185,16.10846,15.75163,0.09723297
20.46609,18.53892,17.63111,17.23203,16.93279,0.11036675
18.50935,17.33654,16.97002,16.75209,16.57831,0.04263334
19.13216,17.81347,17.08725,16.6858,16.41645,0.100957215
19.74337,17.89228,16.95362,16.52238,16.19107,0.10099706
19.79331,17.8831,16.87694,16.45543,16.04858,0.10581487
20.22874,18.47968,17.59757,17.17854,16.8542,0.092233494
17.34704,15.40956,14.5151,14.09301,13.77846,0.037217382
19.89855,18.36302,17.21136,16.72901,16.44499,0.16705075
17.87097,16.86909,16.56227,16.33631,16.21906,0.040200103
20.74437,18.93542,17.62605,17.08062,16.69417,0.20011227
20.57808,18.4629,17.13925,16.61352,16.33269,0.19435003
19.45375,18.19235,17.42143,17.01048,16.70752,0.12142029
20.43378,18.95635,17.89561,17.36235,16.99631,0.17556666
18.40108,16.67926,15.82268,15.39655,15.0746,0.056761514
19.44689,18.11811,17.40481,17.07803,16.84825,0.099396884
16.42338,14.49677,13.63021,13.21429,12.92308,0.027705586
20.27641,18.56325,17.70447,17.25657,16.89578,0.11052653
19.52494,18.07517,17.42927,16.97718,16.65959,0.09687358
20.47813,18.61936,17.4502,16.97963,16.64324,0.15935054
20.05147,18.31289,17.55846,17.1116,16.83146,0.09054599
20.85488,18.79896,17.51041,16.99591,16.60958,0.18982133
20.27629,18.25619,16.99172,16.50004,16.1417,0.16689861
18.9714,17.70202,17.20666,16.92687,16.73914,0.06689909
21.12767,18.73442,17.34237,16.81434,16.48534,0.21608448
19.04203,17.51871,16.79828,16.37428,16.06219,0.090833925
18.88667,17.5075,16.90028,16.53312,16.37339,0.07468428
19.62755,18.10843,17.2428,16.78297,16.4373,0.123268835
19.72356,17.79817,16.64734,16.18061,15.83389,0.1384078
20.08141,18.07516,17.21329,16.75182,16.43684,0.089681074
20.58312,18.60976,17.62872,17.22303,16.89651,0.12006378
20.57451,18.85198,17.571,17.08588,16.75111,0.18636996
20.02751,18.09718,17.31204,16.87022,16.58879,0.08213637
19.83331,18.21387,17.38037,16.99737,16.74249,0.09994013
18.46233,17.12955,16.58016,16.25147,16.05462,0.04331607
20.59022,18.51191,17.50829,17.08127,16.71953,0.12597904
18.27941,16.27571,15.348,14.93009,14.58129,0.06389596
21.19896,19.05565,17.63346,17.0967,16.69701,0.22846223
20.58669,18.87683,17.60099,17.10828,16.7445,0.18821228
17.94335,16.80953,16.28451,16.04325,15.89366,0.051002458
18.9784,17.67145,17.01527,16.64618,16.42544,0.086594656
17.80814,16.02145,15.16288,14.75108,14.43402,0.04900832
20.48869,18.74036,17.29757,16.76043,16.38047,0.222157
21.22645,19.08165,17.65731,17.13041,16.71591,0.2266369
20.24866,18.53455,17.67361,17.20356,16.81605,0.106405474
19.62679,17.70498,16.82105,16.39754,16.16233,0.08947329
20.17534,18.2,17.11807,16.67604,16.30826,0.13522416
18.58144,17.45159,17.08397,16.81242,16.74424,0.047160316
20.64919,18.47505,17.15333,16.63924,16.32265,0.19557059
19.47921,18.20766,17.59807,17.25565,17.00821,0.09798701
19.42801,18.05455,17.31926,16.91355,16.58978,0.10674487
20.64277,18.5597,17.28887,16.79085,16.3996,0.19478022
19.56126,17.72868,16.90291,16.53172,16.22005,0.08558869
18.821,17.66608,17.37176,17.09534,16.9898,0.05476645
20.13409,18.1718,17.12026,16.6741,16.33625,0.12707238
19.63049,18.25025,17.46892,17.0355,16.72302,0.119506024
20.38525,18.41362,17.5656,17.17892,16.91393,0.09217542
19.60629,17.93254,17.02052,16.58821,16.23402,0.09242459
18.69031,17.15684,16.47263,16.09387,15.82845,0.07347699
18.19222,16.61859,15.78504,15.38138,15.11351,0.07484544
18.79142,17.11933,16.30429,15.9056,15.60383,0.063906215
19.09529,17.78246,17.15658,16.82633,16.61421,0.087295555
20.71518,18.54726,17.65262,17.19775,16.85326,0.11886424
17.66649,16.10008,15.29739,14.86722,14.53656,0.042505696
19.22204,17.68499,17.142,16.85937,16.58599,0.06642446
18.29736,16.7318,15.98834,15.62316,15.35605,0.0642109
15.93974,14.63544,14.03096,13.78759,13.61277,0.025402265
20.35811,18.37135,17.32412,16.90038,16.5173,0.13019328
16.48489,14.64259,13.80698,13.39468,13.08872,0.027083484
20.12466,18.12607,17.05571,16.58957,16.27722,0.1337911
20.14661,18.21975,17.29753,16.85574,16.52384,0.10635662
20.49412,18.47726,17.48226,17.05532,16.69859,0.12246121
17.66078,16.48193,15.95492,15.61646,15.39709,0.035491887
18.66092,17.22457,16.46343,16.03338,15.69748,0.08856574
20.37971,18.77359,17.69482,17.20702,16.78989,0.16428362
20.97,19.2111,17.75532,17.22252,16.8798,0.22360986
18.99162,17.26322,16.48476,16.10968,15.79284,0.07333457
19.53129,17.88746,17.02668,16.70738,16.50889,0.07058959
19.80193,17.71645,16.81573,16.39193,16.03301,0.09420929
20.47473,18.72858,17.64928,17.28835,16.82985,0.13696209
18.67515,17.65508,17.14543,16.82389,16.65498,0.06388841
20.23489,18.36567,17.08066,16.58356,16.22795,0.18562342
19.99836,18.60144,17.80881,17.36228,17.03129,0.12803751
19.08057,17.62151,16.92073,16.52658,16.28868,0.09711934
19.92505,17.99006,17.04233,16.59324,16.2731,0.10748791
19.72504,17.88999,16.97925,16.55618,16.25215,0.09223443
20.63106,18.68605,17.57445,17.12527,16.81372,0.15256199
19.49277,17.64795,16.82806,16.41462,16.11181,0.08068976
19.53461,18.00873,17.22516,16.83383,16.49892,0.09796207
19.16038,17.86188,17.28267,16.9137,16.66162,0.09494008
19.69856,18.17332,17.29822,16.83987,16.53271,0.12243547
19.83637,18.33152,17.55562,17.11853,16.81676,0.10483365
20.0105,18.50106,17.7542,17.32407,17.02466,0.10533863
19.94583,18.20354,17.10657,16.58095,16.2301,0.15022753
18.31144,17.34241,17.00707,16.78517,16.68866,0.049386814
20.16691,18.13639,16.92575,16.45436,16.06359,0.15783454
19.07817,17.3093,16.40743,15.95834,15.62329,0.08425624
19.2281,17.74511,16.81855,16.40329,16.08192,0.10795604
20.52552,18.67703,17.56502,17.12441,16.76791,0.15156485
19.3143,18.25926,17.85204,17.5729,17.42572,0.08293172
17.31338,16.13555,15.66884,15.40333,15.19408,0.03693284
19.33878,17.68864,16.82818,16.3792,16.01897,0.092508465
20.51391,18.32248,17.12429,16.62226,16.27051,0.1672843
25.42873,19.24205,17.59141,16.98066,16.66374,0.2948428
19.51949,17.43224,16.52515,16.12304,15.78687,0.08082356
19.55669,17.61161,16.78392,16.39332,16.08297,0.081360415
19.61302,18.12803,17.40402,16.9427,16.63572,0.11164358
18.5289,16.84571,16.07542,15.66333,15.40209,0.0591486
17.83362,16.26042,15.47914,15.02,14.70147,0.052972335
18.89837,17.76111,17.2526,16.91894,16.77079,0.07168944
19.07036,18.02256,17.37161,17.42714,16.94827,0.061441656
16.04573,14.08742,13.23907,12.80554,12.50046,0.027227698
17.55456,15.72991,14.95759,14.56381,14.26631,0.03743741
20.03914,18.21777,17.30726,16.88572,16.52801,0.10218568
19.79435,17.99444,17.08676,16.55963,16.16865,0.10831782
19.212,17.63735,16.94933,16.49144,16.17964,0.09007199
19.16676,18.12486,17.75998,17.45947,17.42051,0.07004931
20.57114,18.59388,17.59197,17.19577,16.85824,0.1253802
18.83274,17.65647,17.25007,16.96479,16.86002,0.059860524
20.52487,18.73651,17.69414,17.18034,16.80503,0.14240451
20.02681,18.55896,17.71912,17.25061,16.9629,0.12956502
19.50351,18.33273,17.78148,17.4962,17.35736,0.08662997
20.82467,18.77504,17.56759,17.08628,16.74035,0.17351457
18.88255,17.27533,16.42966,15.95745,15.64702,0.07750695
20.3667,18.46734,17.38252,16.94808,16.60739,0.13321534
20.58478,18.65376,17.49419,17.01074,16.7319,0.16909292
17.06793,15.66452,15.02124,14.73426,14.56509,0.040511478
20.51127,18.35692,17.27585,16.85725,16.41662,0.13489228
20.05009,18.553,17.45617,16.95971,16.58984,0.15473326
20.75805,18.61686,17.32859,16.834,16.48082,0.19126697
19.74624,18.11936,17.23756,16.85234,16.55814,0.10263825
20.24098,18.4423,17.3833,16.90822,16.4888,0.13224414
20.60042,18.5542,17.45286,16.9492,16.62133,0.14352493
20.30757,18.53867,17.64039,17.21583,16.90599,0.10949469
20.16991,18.10831,16.93214,16.48621,16.14759,0.14877112
19.53125,17.59577,16.4826,16.03918,15.679,0.11304376
18.80853,17.5708,17.07493,16.7603,16.57727,0.07420047
19.03916,17.52438,16.67348,16.29846,15.98866,0.08956971
17.64452,15.65069,14.71185,14.2775,13.93835,0.059537306
19.78956,17.91488,16.99392,16.57467,16.23891,0.090405464
19.32646,18.21137,17.70096,17.4258,17.22812,0.074033014
17.52334,15.92966,15.14563,14.76187,14.42835,0.04369094
19.32309,18.14366,17.79689,17.45021,17.26631,0.0662192
18.82133,17.59703,16.95035,16.54883,16.29043,0.1012467
19.68564,18.31915,17.39676,16.97143,16.66434,0.14325032
18.75276,17.15733,16.4694,16.08798,15.80115,0.07538209
19.50485,17.42915,16.36385,15.98717,15.54788,0.11140186
19.363,18.23491,17.77046,17.46854,17.30424,0.0873357
19.57069,18.06891,17.33323,16.98165,16.73448,0.0902783
18.46347,16.54592,15.65162,15.23316,14.91118,0.05936285
20.20395,18.4183,17.30076,16.83208,16.50649,0.1509107
19.17078,17.28892,16.45057,16.06075,15.74805,0.066995986
20.06133,18.19469,17.03709,16.57583,16.26089,0.15544961
19.5323,18.15155,17.3266,16.9435,16.63747,0.12029075
18.21264,17.02917,16.55137,16.23351,16.0227,0.047778845
20.02054,18.28425,17.25637,16.78809,16.44051,0.12922774
18.36066,16.8667,16.1188,15.68964,15.39253,0.06549015
19.09481,17.71538,17.11188,16.76486,16.55947,0.07582319
19.71301,18.57698,17.80964,17.46651,17.19055,0.14329009
15.81012,14.85286,14.35535,14.11151,13.8991,0.0114822
19.57617,17.49249,16.39751,15.95222,15.58655,0.11298856
19.96167,18.17244,17.17761,16.76943,16.4829,0.11062452
19.21601,17.77457,16.96568,16.56643,16.31726,0.105930954
19.1886,17.75857,16.96885,16.51028,16.11385,0.10857108
20.28039,18.7106,17.70601,17.21972,16.86599,0.15223838
19.53976,18.36472,17.34528,16.88374,16.53891,0.17781995
19.32384,17.45959,16.52953,16.11536,15.78328,0.080024675
19.11356,17.34709,16.4665,16.05762,15.75122,0.07046316
17.19713,15.51495,14.80343,14.42581,14.28947,0.03031727
16.52393,14.59294,13.76206,13.37495,13.06046,0.028233577
17.459,15.63009,14.84335,14.4778,14.20157,0.0418039
18.91405,17.84727,17.41377,17.13864,16.94485,0.063454084
17.12637,16.05186,15.68987,15.46032,15.32627,0.03125149
20.25695,18.37653,17.26098,16.82234,16.52429,0.13977943
20.58235,18.74627,17.69232,17.28964,16.91103,0.14055826
18.85316,17.00323,16.06963,15.65967,15.3176,0.06840754
17.7626,16.36096,15.66293,15.33493,15.07887,0.05314858
17.75324,16.40009,15.75387,15.36905,15.10801,0.06112022
18.40706,17.17878,16.60709,16.257,16.07155,0.046305347
19.2588,18.05528,17.46076,17.11105,16.88723,0.09141044
20.29514,18.49745,17.6442,17.24266,16.97721,0.0920242
19.75377,18.23231,17.54845,17.21002,16.90275,0.088468276
21.25607,18.64833,17.62519,17.10746,16.64858,0.14072523
19.53545,17.68683,16.64417,16.21161,15.85064,0.12164535
17.80778,16.44122,15.85756,15.5125,15.29161,0.04285675
19.68778,18.5639,17.98029,17.59604,17.40642,0.12752886
19.98594,18.44927,17.57998,17.14047,16.7904,0.116598375
20.71484,18.65076,17.71259,17.28922,16.99171,0.10940227
19.78418,18.11631,17.4494,17.08476,16.86571,0.07850371
19.60038,18.11989,17.05074,16.58381,16.29498,0.16145048
19.0276,17.22601,16.48363,16.08304,15.75198,0.06925875
20.05377,18.42909,17.52679,17.13464,16.84026,0.110730074
20.15157,18.30407,17.35201,16.89573,16.58214,0.11497893
19.43955,18.17437,17.34151,16.90553,16.59203,0.13086279
20.97025,19.02709,17.87005,17.39832,17.0385,0.16362463
19.47466,17.94696,17.07061,16.61049,16.28284,0.11500294
19.95942,18.23192,17.32916,16.8486,16.50341,0.10754685
18.13854,16.9016,16.52448,16.25829,16.17041,0.035975803
18.29332,17.49237,17.2416,17.11596,16.98909,0.05551297
19.4849,18.16193,17.41908,16.98124,16.70059,0.11842458
19.62934,18.45951,17.65831,17.22615,16.96972,0.15135711
20.99555,18.9643,17.75967,17.27469,16.94619,0.17661518
19.05676,17.71981,17.04781,16.67165,16.39001,0.09157937
18.73765,17.5213,16.90776,16.5307,16.31936,0.06835441
19.89263,18.30923,17.60264,17.21162,16.93997,0.08801062
18.21884,16.74981,16.06553,15.65798,15.41809,0.06882674
19.31009,17.80052,16.8276,16.37011,16.02462,0.119934894
20.57264,18.49873,17.27363,16.76135,16.38114,0.17824286
20.43775,18.69505,17.79165,17.29672,16.93626,0.122252196
20.46515,18.69082,17.64599,17.15051,16.78536,0.1440383
19.13544,17.44491,16.47434,15.98848,15.64347,0.08077796
18.90908,17.34409,16.63806,16.25944,16.04042,0.08271561
18.77798,17.59496,17.09895,16.84346,16.60862,0.06362167
19.97892,18.49254,17.81141,17.44666,17.15764,0.07208969
18.52798,16.78691,16.08233,15.73186,15.48498,0.05377912
20.21234,18.22043,16.96023,16.46093,16.11806,0.16593567
17.92154,16.17692,15.35714,14.93575,14.59623,0.050382365
17.86506,16.46601,15.79095,15.36738,15.09616,0.048792034
16.43165,15.52027,15.02858,14.75609,14.44587,0.029719897
18.24352,16.76111,16.05099,15.68079,15.42361,0.065719336
18.62584,17.31556,16.67289,16.28891,16.033,0.08416121
19.78274,17.9999,17.10368,16.60448,16.40518,0.09552217
19.32682,18.14664,17.65255,17.3415,17.21348,0.07035523
20.44728,18.49064,17.49236,17.06952,16.71048,0.12549387
20.83558,19.02038,17.80491,17.29437,16.9784,0.18878894
20.49488,18.41121,17.32666,16.84775,16.44681,0.14059435
18.87111,17.45949,16.70472,16.30304,16.02131,0.083266765
20.36679,18.61,17.4295,16.95719,16.62785,0.1584907
20.13187,18.07094,17.02389,16.56304,16.16992,0.13255969
19.77283,17.85555,16.91229,16.47893,16.1758,0.09971534
19.29238,17.34436,16.43481,16.51208,15.65968,0.07502007
20.22314,18.37843,17.42077,17.02435,16.66874,0.11112604
20.97011,18.98044,17.74282,17.26369,16.90775,0.18413006
20.6135,18.54101,17.53261,17.0932,16.72511,0.12968929
18.61719,16.9464,16.26136,15.92113,15.66329,0.051934544
17.41091,15.43873,14.52421,14.10209,13.75389,0.036789466
19.66698,18.19482,17.44866,17.05897,16.77675,0.10622764
19.78091,18.0074,17.10069,16.59594,16.23447,0.10765688
20.34242,18.38297,17.45166,17.03065,16.72108,0.10997599
19.49226,18.24876,17.60868,17.18417,16.93463,0.112450555
20.25374,18.31255,17.27516,16.83189,16.44391,0.121934645
18.65552,17.7218,17.30003,17.06865,16.89873,0.06388601
